Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.655,0.758,3,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",CANON-C0205,완전한 친교의 조건,주교단이 베드로 후계자와 친교 안에서 신앙·도덕 문제에 하나로 일치하여 최종적으로 견지할 것을 가르칠 때 무류적이다,세례와 신앙고백만 있으면 성사·교회통치 유대 없이도 완전한 친교로 인정된다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.693,3,CANON-C0205,완전한 친교의 조건,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),셋 중 하나라도 결여되면(예: 신앙고백·성사는 같으나 교황 통치 유대가 없는 경우) 완전한 친교가 아니다.,신자들의 신앙 감각(sensus fidei)이 교도권의 지도와 무관하게 독자적으로 작동할 수 있다는 명제 (반대 방향의 오독),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.688,4,CCC-0847,교회 밖 구원 가능성,TRENT-S07,성사 일반과 세례,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.737,4,CCC-0847,교회 밖 구원 가능성,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,서품자·서원 수도자의 혼인이 교회법·서원에도 불구하고 유효하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.698,3,CCC-1250,유아 세례의 필요성 (원죄로부터의 해방),CCC-1471,면죄부 (Indulgentia),세례를 베풀지 않는 것은 아이에게서 하느님 자녀가 되는 은총을 빼앗는 것이다,그리스도의 공로 외에 성인들의 공로의 보고는 존재하지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.661,4,CCC-1257,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),오직 믿음만으로(sola fide) 의화된다는 명제,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.654,0.693,2,CCC-1257,세례의 필수성,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),이단자들에게는 종교 자유의 권리가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.746,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.745,3,CCC-1376,화체설 (Transsubstantiatio),CCC-1471,면죄부 (Indulgentia),축성으로 포도주의 전 실체가 그리스도의 피의 실체로 변환된다,면죄부 제도는 성경적 근거가 없는 인간의 발명이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.703,3,CCC-1422_1498,고해성사와 사죄권,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",세례 이후 지은 대죄를 용서받기 위해서는 사제에게 고백하고 사죄경을 받는 고해성사가 필수적이다.,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.869,3,CCC-1471,면죄부 (Indulgentia),CCC-1452,완전한 통회 (Contritio Perfecta),면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.662,4,CCC-1471,면죄부 (Indulgentia),TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),교회는 면죄부를 부여할 권한을 갖는다,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.869,4,CCC-2068,계명 준수로 구원,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,의화된 후에도 하느님의 계명을 지켜야 한다,"성체 공경(성체거동, 현시 등)이 우상숭배라는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.809,3,CCC-2068,계명 준수로 구원,CCC-0402,원죄의 보편적 전달,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,원죄는 아담 개인에게만 한정된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.68,4,CCC-2181,주일 미사 의무,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,주일과 의무 축일에 미사 참여는 의무이다,세례가 구원에 필수가 아니라는 명제,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.654,0.718,2,CCC-2357,동성애 (Homosexualitas),ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),성경은 동성애 행위를 중대한 타락으로 제시한다,세례 없이 죽은 유아의 구원을 희망하는 것이 교리에 어긋난다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.695,4,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),자기 탓 없이 그리스도의 복음과 가톨릭 교회를 모르는 자도 양심을 따르고 하느님을 찾으면 구원받을 수 있다.,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.718,5,CCC-880_896,교황 수위권 (Primacy),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,로마 교황은 베드로의 합법적 후계자로서 전 세계 가톨릭 교회에 대해 완전하고 즉각적이며 보편적인 최고 재치권(수위권)을 지닌다.,교황의 수위권이 영적 영역에만 제한된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.706,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),"그리스도는 유일한 중개자이며, 교회는 지상을 순례하는 한 구원에 필요하다","가톨릭 교회 밖에 있는 이들의 구원에 대한 ""선한 희망""조차 정당화될 수 없다는 강경한 입장",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.667,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),CCC-161_165,믿음과 구원,"교회를 타 종교와 나란한, 보완적이거나 실질적으로 동등한 구원의 길로 여기는 것은 신앙에 어긋난다",한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.667,5,COUNCIL-NICAEA_CHALCEDON,초기 공의회 (삼위일체와 기독론),CCC-1322_1419,성체성사와 화체설,예수 그리스도 안에는 신성과 인성이 혼동되거나 분리되지 않고 고스란히 남아 하나의 위격을 이룬다.,축성 후에도 빵과 포도주의 실체가 그리스도의 몸과 피와 함께 남아 있다(공재설).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.766,2,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,림보가 교회의 확정된 교의라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.704,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,세례 후 회복이 고해성사 없이 오직 믿음만으로 가능하다는 명제 (개신교적 재의화 개념),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.691,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),CANON-SACR,성사 일반과 성체 영성체의 제한,참된 교회(가톨릭) 밖에 있는 모든 이들의 구원에 대해서도 선한 희망을 가져야 한다는 명제조차 단죄 대상에 포함된다,타 기독교 종파 신자에게는 죽음의 위험 앞에서도 절대로 가톨릭 성사를 주어서는 안 된다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.665,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1861,대죄와 은총 상실,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",죄로 인해 하느님과의 관계가 단절되지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.683,2,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),이 정의를 고의로 부인하거나 의심하는 자는 가톨릭 신앙에서 완전히 떨어져 나간 것이다,"오류에는 권리가 없으므로(""Error has no rights"") 국가가 이단·비가톨릭 신앙을 강제로 억압할 권한이 있다는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.787,2,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),"오류에는 권리가 없으므로(""Error has no rights"") 국가가 이단·비가톨릭 신앙을 강제로 억압할 권한이 있다는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.698,4,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,CCC-1030,연옥,자유의지는 실재하는 것이며 이름뿐인 허구가 아니다,그리스도의 속죄가 모든 시간적 벌을 완전히 제거한다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.686,4,TRENT-S06-CH04,세례의 열망(Votum Baptismi),TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,이 원리는 복음이 공포된 이후의 시대에 적용된다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.727,4,TRENT-S06-CH04,세례의 열망(Votum Baptismi),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,이 원리는 복음이 공포된 이후의 시대에 적용된다,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.66,4,TRENT-S06-CH04,세례의 열망(Votum Baptismi),TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,요한 3:5은 이 교리의 성경적 근거이다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.639,4,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S06-CH04,세례의 열망(Votum Baptismi),세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),"세례만이 유일한 의화의 수단이며, 열망은 대체될 수 없다는 명제 (엄격주의)",수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.654,0.665,4,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),CCC-0402,원죄의 보편적 전달,포도주의 실체 전체가 그리스도 피의 실체로 변화한다,인간은 본래 죄 없는 상태로 태어난다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.628,4,TRENT-S14,고해성사와 병자성사,CCC-1257,세례의 필수성,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,성사는 구원에 불필요한 외적 의식일 뿐이다,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.654,0.72,5,TRENT-S14,고해성사와 병자성사,TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,성사 중 일부가 교회의 인간적 제도일 뿐 그리스도의 제정이 아니라는 명제 (개신교 2성사설 등),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.776,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-1422_1498,고해성사와 사죄권,"신법에 의해, 기억나는 모든 대죄(은밀한 죄 포함)를 하나하나 고백해야 한다",대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.662,5,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.747,5,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.655,4,TRENT-S25,"연옥, 성인 공경, 대사",CCC-1376,화체설 (Transsubstantiatio),"그리스도와 성모, 성인들의 형상(성화/성상)을 성당에 모시고 공경하는 것은 합당하다.",성체는 그리스도의 몸을 상징하는 것일 뿐이다 (상징설),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.679,4,TRENT-S25,"연옥, 성인 공경, 대사",LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),"그리스도와 성모, 성인들의 형상(성화/성상)을 성당에 모시고 공경하는 것은 합당하다.","""중개자""라는 칭호가 그리스도의 유일하고 충족한 중개직을 손상시킨다는 명제 (공의회는 이를 명시적으로 부정하며 ""종속적 역할""임을 강조)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.739,3,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),COUNCIL-LATERAN_IV-C5,Canon 5: 총대주교좌의 서열,교황의 수위권(primatus)은 전체 교회에 대한 관할권(iurisdictio)을 포함한다,"로마 교황권은 이 시기까지 다른 총대주교좌들에 대한 구체적 종속 절차(팔리움, 서약)를 요구하지 않았다.",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.703,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,주교단의 가르침이 교황과 무관하게 독자적으로 무류할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.766,2,LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계",DIGNITATIS-HUMANAE,종교 자유에 관한 선언,성화와 진리의 많은 요소들이 가톨릭 교회의 가시적 구조 밖(다른 그리스도교 공동체)에서도 발견될 수 있다,국가가 참된 종교(가톨릭)만을 보호하고 거짓 종교를 억압해야 한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.657,4,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",UNAM-SANCTAM,교황 복종이 구원에 절대 필요,교회의 가시적 구조에 속해 있더라도 사랑(caritas) 안에 머물지 않으면 구원받지 못하며 오히려 더 엄한 심판을 받는다,가톨릭 교회 밖에서 구원이 가능하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.695,3,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계",이 종교적 순종은 교황이 **ex cathedra로 말하지 않을 때**(통상 교도권)에도 적용되어야 한다,가톨릭 교회 밖에는 성화와 진리의 요소가 전혀 존재하지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.761,3,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),어떤 피조물도 성육신하신 말씀이자 구속주이신 그리스도와 동등하게 여겨질 수 없다,"가톨릭 교회 밖에 있는 이들의 구원에 대한 ""선한 희망""조차 정당화될 수 없다는 강경한 입장",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.656,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",CCC-161_165,믿음과 구원,"그럼에도 교회는 그리스도를 ""길이요 진리요 생명""으로 선포할 의무를 갖는다 (선교 사명은 포기되지 않음)",한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.654,0.718,2,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,유대인은 하느님께 버림받았거나 저주받은 것으로 표현되어서는 안 된다,인간이 은총 없이 자신의 선행만으로 하느님 앞에 의롭게 될 수 있다는 명제 (펠라기우스주의),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.719,3,CANON-C0205,완전한 친교의 조건,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),셋 중 하나라도 결여되면(예: 신앙고백·성사는 같으나 교황 통치 유대가 없는 경우) 완전한 친교가 아니다.,"가톨릭 교회 밖에 있는 이들의 구원에 대한 ""선한 희망""조차 정당화될 수 없다는 강경한 입장",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.83,2,CANON-C0212,신자의 순명 의무와 의견 표명 권리의 공존,CANON-C0750,진리 등급별 동의 의무 체계,"신자에게는 목자의 교리 선언·통치 결정에 대한 순명 의무(§1)와, 교회 사안에 대해 의견을 표명할 권리·때로는 의무(§3)가 동일 조항 안에 병존한다.",신자는 결정적이지만 무류 선언이 아닌 교리(750§2 부류)에 대해서는 자유로이 반대 의견을 가질 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.713,3,CCC-0491,마리아 무염시태,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,가시적 교회 소속만으로 자동 구원이 보장된다는 명제 (2단락이 명시적으로 부정),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.698,3,CCC-0847,교회 밖 구원 가능성,CCC-0491,마리아 무염시태,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,원죄의 보편적 전달에 예외가 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.701,3,CCC-0847,교회 밖 구원 가능성,CCC-1471,면죄부 (Indulgentia),교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.658,3,CCC-1257,세례의 필수성,CCC-1452,완전한 통회 (Contritio Perfecta),그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.719,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-1257,세례의 필수성,완전한 통회는 소죄의 용서를 가져온다,성사는 구원에 불필요한 외적 의식일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.77,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-1257,세례의 필수성,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,세례는 구원을 위한 선택 사항일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.711,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,고해성사 이전에도 대죄의 용서가 가능하다,간통을 이유로 혼인의 유대가 해소될 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.79,3,CCC-1471,면죄부 (Indulgentia),CCC-2181,주일 미사 의무,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,개인 기도로 주일 미사를 대체할 수 있다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.654,3,CCC-1471,면죄부 (Indulgentia),COUNCIL-LATERAN_IV-C21,Canon 21: 연례 고백·영성체 의무와 고해 인장,교회는 면죄부를 부여할 권한을 갖는다,중세 이전까지 정기적 개별 고백·영성체 의무는 교회법으로 명문화되어 있었다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.903,4,CCC-1498,면죄부의 죽은 자 적용,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,연옥의 영혼은 산 이의 기도와 면죄부로부터 도움을 받을 수 있다,죽은 자를 위한 기도와 미사가 무익하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.713,3,CCC-2357,동성애 (Homosexualitas),CCC-0402,원죄의 보편적 전달,성경은 동성애 행위를 중대한 타락으로 제시한다,원죄는 아담 개인에게만 한정된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.779,4,CCC-456_478,강생과 그리스도의 구원 사역,CCC-1471,면죄부 (Indulgentia),그리스도의 강생(육화)은 인류의 구원과 죄 사함을 위해 필수적인 사건이다.,면죄부 제도는 성경적 근거가 없는 인간의 발명이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.696,4,CCC-456_478,강생과 그리스도의 구원 사역,CCC-1471_1479,"대사 (면죄부, Indulgentia)",그리스도의 강생(육화)은 인류의 구원과 죄 사함을 위해 필수적인 사건이다.,죄의 용서(고해)와 동시에 그 죄로 인한 모든 벌(잠벌 포함)이 완전히 단번에 사면된다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.776,3,CCC-888_892,교도권과 교황 무류성 (Infallibility),LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,주교단의 가르침이 교황과 무관하게 독자적으로 무류할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.732,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",그리스도 안에서 모든 인류에게 열려 있는 구원의 실제적 가능성과 교회의 필요성이라는 두 진리는 함께 견지되어야 한다,모든 종교에서 동등하게 구원받을 수 있다는 명제 (문서가 비오 9세의 단죄를 재인용하며 이를 부정),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.659,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S06-CH04,세례의 열망(Votum Baptismi),림보는 확정 교리가 아니라 가능한 신학적 가설에 불과하다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.727,2,COUNCIL-LATERAN_IV-C3,Canon 3: 이단자에 대한 세속 권력의 강제 진압,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),"이단을 축출하지 않는 세속 군주는 파문되고, 1년 내 불이행 시 교황이 그의 신하들의 충성 의무를 해제하고 그 영토를 다른 가톨릭 세력의 점령에 개방한다고 규정한다.",교황이 전체 교회에 대한 최고 관할권을 갖지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.704,3,COUNCIL-NICAEA-C6,Canon 6: 알렉산드리아·안티오키아의 관할 자치,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),"이 관할권의 정당화 논리는 ""로마 주교에게도 비슷한 관습이 있기 때문""이라는 병렬적 비교이며, 로마의 권위를 알렉산드리아·안티오키아가 준거해야 할 상위 원천으로 서술하지 않는다 — 로마는 여러 유사 사례 중 하나로 언급된다.","교황의 정의가 공의회의 동의를 필요로 한다는 명제 (공의회 우위론, Conciliarism)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
