Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.65,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),사후 정화 없이 모든 신자가 죽음과 동시에 즉각 천국 또는 지옥으로만 간다는 명제 (중간 상태 부정),NO,"A는 은총의 절대적 우선성에 관한 것이고, B는 연옥(중간 상태) 부정을 단죄하는 것으로 서로 다른 교리 영역을 다룬다.",NO,"A는 은총의 절대적 우선성에 관한 것이고, B는 연옥(중간 상태) 부정을 단죄하는 것으로 서로 다른 교리 영역을 다룬다."
0.65,4,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),자유의지는 실재하는 것이며 이름뿐인 허구가 아니다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,NO,"A는 자유의지의 실재성에 관한 것이고, B는 신자 전체의 무오류성(신앙감각) 부정을 단죄하는 것으로 전혀 다른 주제다.",NO,"A는 자유의지의 실재성에 관한 것이고, B는 신자 전체의 무오류성(신앙감각) 부정을 단죄하는 것으로 전혀 다른 주제다."
0.65,5,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,TRENT-S06-C24,선행이 의화의 증가 원인이 아니라면 파문,고해성사는 세례 후 재의화(회복)의 신법적 통상 수단이다,칭의가 단회적 선언이며 이후 성화 과정과 무관하다는 명제 (법정적 칭의론),NO,"A(고해성사가 재의화의 통상 수단)는 오히려 B가 단죄하는 '칭의는 단회적이며 성화와 무관하다'는 법정적 칭의론을 반박하는 입장이므로, 둘은 같은 것을 배격하는 같은 편이다.",NO,"A(고해성사가 재의화의 통상 수단)는 오히려 B가 단죄하는 '칭의는 단회적이며 성화와 무관하다'는 법정적 칭의론을 반박하는 입장이므로, 둘은 같은 것을 배격하는 같은 편이다."
0.65,5,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,이 캐논은 연옥 교리(TRENT-S25-PURGATORY)의 신학적 토대가 되는 가장 이른 교의적 진술 중 하나이다,오직 믿음만으로(sola fide) 의화된다는 명제,NO,"A는 해당 캐논이 연옥 교리의 신학적 토대라는 역사적·메타적 서술일 뿐이고, B는 오직 믿음만의 의화(솔라 피데)를 단죄하는 것으로 직접적 대응 관계가 없다.",NO,"A는 해당 캐논이 연옥 교리의 신학적 토대라는 역사적·메타적 서술일 뿐이고, B는 오직 믿음만의 의화(솔라 피데)를 단죄하는 것으로 직접적 대응 관계가 없다."
0.65,2,TRENT-S06-CH04,세례의 열망(Votum Baptismi),NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",이 원리는 복음이 공포된 이후의 시대에 적용된다,타 종교 안의 참된 요소를 인정하는 것이 그리스도 선포의 필요성을 없앤다는 명제 (공의회가 명시적으로 부정),NO,"A는 복음 공포 이후 시대에 특정 원리가 적용된다는 시대적 한정 진술이고, B는 타 종교의 참된 요소 인정이 선포 필요성을 없앤다는 명제를 단죄하는 것으로 서로 다른 주장이다.",NO,"A는 복음 공포 이후 시대에 특정 원리가 적용된다는 시대적 한정 진술이고, B는 타 종교의 참된 요소 인정이 선포 필요성을 없앤다는 명제를 단죄하는 것으로 서로 다른 주장이다."
0.65,2,TRENT-S07,성사 일반과 세례,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""","세례, 견진, 신품 성사는 영혼에 지울 수 없는 인호를 남긴다.",양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제,NO,"A는 세 성사의 지울 수 없는 인호에 관한 것이고, B는 양심이 하느님과의 대면 장소가 아니라는 명제를 단죄하는 것으로 무관한 주제다.",NO,"A는 세 성사의 지울 수 없는 인호에 관한 것이고, B는 양심이 하느님과의 대면 장소가 아니라는 명제를 단죄하는 것으로 무관한 주제다."
0.65,5,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,포도주의 실체 전체가 그리스도 피의 실체로 변화한다,부르심을 받고 은총을 받지 못하는 것이 하느님의 적극적 저주 예정 때문이라는 명제,NO,"A는 성변화(성체성사) 교리이고, B는 이중 예정론(적극적 저벌 예정)을 단죄하는 것으로 전혀 다른 교리 영역이다.",NO,"A는 성변화(성체성사) 교리이고, B는 이중 예정론(적극적 저벌 예정)을 단죄하는 것으로 전혀 다른 교리 영역이다."
0.65,5,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,포도주의 실체 전체가 그리스도 피의 실체로 변화한다,하느님의 도움이 있어도 인간이 견인할 수 없다는 명제 (극단적 비관론),NO,"A는 성변화 교리이고, B는 은총이 있어도 견인이 불가능하다는 극단적 비관론을 단죄하는 것으로 서로 무관한 주제다.",NO,"A는 성변화 교리이고, B는 은총이 있어도 견인이 불가능하다는 극단적 비관론을 단죄하는 것으로 서로 무관한 주제다."
0.65,2,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,교회가 비난하는 산아 조절 방법이라도 부부가 자율적으로 선택할 도덕적 권리가 있다는 명제,NO,"A는 성체 흠숭(latria)을, B는 산아 조절 방법 선택권을 다루어 주제와 주장이 전혀 무관하다.",NO,"A는 성체 흠숭(latria)을, B는 산아 조절 방법 선택권을 다루어 주제와 주장이 전혀 무관하다."
0.65,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,성체를 경배하는 것은 우상숭배가 아니다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,NO,"A는 성체 경배가 우상숭배가 아니라는 것을, B는 혼인의 해소 가능성을 단죄하는 것으로 서로 무관한 주제다.",NO,"A는 성체 경배가 우상숭배가 아니라는 것을, B는 혼인의 해소 가능성을 단죄하는 것으로 서로 무관한 주제다."
0.65,5,TRENT-S22,미사의 거룩한 제사,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,미사는 살아있는 신자뿐만 아니라 연옥에 있는 죽은 영혼들의 죄벌을 씻기 위해서도 유효하게 바쳐질 수 있다.,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)",NO,"A는 연옥 영혼을 위한 미사의 유효성을, B는 구원의 확신 교리를 단죄하는 것으로 대상이 다르다.",NO,"A는 연옥 영혼을 위한 미사의 유효성을, B는 구원의 확신 교리를 단죄하는 것으로 대상이 다르다."
0.65,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,신품을 받은 성직자와 정결을 엄숙히 서원한 수도자는 유효하게 혼인을 계약할 수 없다,세례가 구원에 필수가 아니라는 명제,NO,"A는 성직자·수도자의 혼인 무효를, B는 세례의 구원 필수성을 단죄하는 것으로 무관한 주제다.",NO,"A는 성직자·수도자의 혼인 무효를, B는 세례의 구원 필수성을 단죄하는 것으로 무관한 주제다."
0.65,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,신품을 받은 성직자와 정결을 엄숙히 서원한 수도자는 유효하게 혼인을 계약할 수 없다,미사가 죽은 이(연옥 영혼)를 위해 유익하게 봉헌될 수 없다는 명제,NO,"A는 성직자·수도자의 혼인 무효를, B는 죽은 이를 위한 미사의 유익성을 단죄하는 것으로 무관한 주제다.",NO,"A는 성직자·수도자의 혼인 무효를, B는 죽은 이를 위한 미사의 유익성을 단죄하는 것으로 무관한 주제다."
0.65,4,TRENT-S25,"연옥, 성인 공경, 대사",CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""",대사를 수여하는 교회의 권한은 그리스도께로부터 온 것이며 신자들에게 유익하다.,"사도 계승과 유효한 성체성사가 없는 그리스도교 공동체도 가톨릭·정교회와 동등한 의미에서 ""교회""라는 명제",NO,"A는 대사(indulgence) 수여권을, B는 사도 계승 없는 공동체의 '교회' 명칭 문제를 다루어 전혀 다른 주제다.",NO,"A는 대사(indulgence) 수여권을, B는 사도 계승 없는 공동체의 '교회' 명칭 문제를 다루어 전혀 다른 주제다."
0.65,4,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),교황의 교의적 정의(definitiones)는 교회의 동의(consensus Ecclesiae)에 의해서가 아니라 그 자체로(ex sese) 개혁 불가능하다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,NO,"A는 교황 정의의 자체적 불가류성(교회 동의 불요)을 주장하고, B는 무오류성이 평신도 전체에게는 전혀 없다는 명제를 단죄하는 것으로 — 둘 다 교회의 무오류성 범위에 관한 것이지만 주장 내용(교황의 자립적 권위 vs 평신도의 신앙감각 배제 여부)이 사실상 다른 명제라 직접 충돌하지 않는다.",NO,"A는 교황 정의의 자체적 불가류성(교회 동의 불요)을 주장하고, B는 무오류성이 평신도 전체에게는 전혀 없다는 명제를 단죄하는 것으로 — 둘 다 교회의 무오류성 범위에 관한 것이지만 주장 내용(교황의 자립적 권위 vs 평신도의 신앙감각 배제 여부)이 사실상 다른 명제라 직접 충돌하지 않는다."
0.65,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,이 권리의 근거는 신념의 참·거짓 여부가 아니라 **인간 위격 자체의 존엄성**이다,성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관),NO,"A는 종교자유의 근거(인간 존엄성)를, B는 성사가 은총을 전달하지 않는다는 기념설을 단죄하는 것으로 무관한 주제다.",NO,"A는 종교자유의 근거(인간 존엄성)를, B는 성사가 은총을 전달하지 않는다는 기념설을 단죄하는 것으로 무관한 주제다."
0.65,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),TRENT-S22-C01,미사는 참된 속죄 제사,이 권리의 근거는 신념의 참·거짓 여부가 아니라 **인간 위격 자체의 존엄성**이다,미사에서 참된 희생 제사가 봉헌되지 않는다는 명제,NO,"A는 종교자유의 근거를, B는 미사의 희생제사성을 부정하는 명제를 단죄하는 것으로 무관한 주제다.",NO,"A는 종교자유의 근거를, B는 미사의 희생제사성을 부정하는 명제를 단죄하는 것으로 무관한 주제다."
0.65,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),어떤 인간 권력도 내적 종교 행위를 명령하거나 금지할 수 없다,의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제,NO,"A는 내적 신앙행위에 대한 인간 권력의 불간섭을, B는 의화와 내적 성화의 관계를 단죄하는 것으로 무관한 주제다.",NO,"A는 내적 신앙행위에 대한 인간 권력의 불간섭을, B는 의화와 내적 성화의 관계를 단죄하는 것으로 무관한 주제다."
0.65,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제,NO,"A는 종교 행위의 양심 강요 금지를 다루고, B는 의화의 본질(사죄=완결 여부)을 단죄한다. 주제와 명제가 전혀 다르다.",NO,"A는 종교 행위의 양심 강요 금지를 다루고, B는 의화의 본질(사죄=완결 여부)을 단죄한다. 주제와 명제가 전혀 다르다."
0.65,1,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""",PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증","인간은 자신이 만들지 않은, 자신을 복종시키는 도덕법을 양심 안에서 발견한다",사형이 도덕적으로 중립적인 국가 재량의 문제라는 명제,NO,"A는 양심 안의 보편 도덕법 발견을 말하고, B는 사형이 국가 재량의 중립 사안이라는 특정 명제를 단죄한다. 서로 다른 주장이다.",NO,"A는 양심 안의 보편 도덕법 발견을 말하고, B는 사형이 국가 재량의 중립 사안이라는 특정 명제를 단죄한다. 서로 다른 주장이다."
0.65,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",CCC-1257_1261,세례의 필수성,교회의 자녀들은 교도권이 하느님의 법 해설을 통해 비난하는 산아 조절 방법을 사용해서는 안 된다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,NO,"A는 산아 제한 방법에 관한 것이고, B는 세례 거부와 구원에 관한 것으로 주제 자체가 다르다.",NO,"A는 산아 제한 방법에 관한 것이고, B는 세례 거부와 구원에 관한 것으로 주제 자체가 다르다."
0.65,2,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""","이 무오류성은 신앙과 도덕에 관한 ""보편적 일치""(universal agreement)가 있을 때 드러난다",양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제,NO,"A는 무오류성이 보편적 일치로 드러난다는 것이고, B는 양심이 하느님과의 대면 장소가 아니라는 명제를 단죄한다. 동일 명제가 아니다.",NO,"A는 무오류성이 보편적 일치로 드러난다는 것이고, B는 양심이 하느님과의 대면 장소가 아니라는 명제를 단죄한다. 동일 명제가 아니다."
0.65,4,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,부르심을 받고 은총을 받지 못하는 것이 하느님의 적극적 저주 예정 때문이라는 명제,NO,"A는 알면서 교회 가입을 거부하는 자의 불구원을, B는 이중예정론(적극적 저주 예정)을 단죄한다. 서로 다른 교리 영역이다.",NO,"A는 알면서 교회 가입을 거부하는 자의 불구원을, B는 이중예정론(적극적 저주 예정)을 단죄한다. 서로 다른 교리 영역이다."
0.65,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,은총이 단지 죄를 덮는 하느님의 호의일 뿐 내적 변화가 아니라는 명제,NO,"A는 비신자에게도 구원 은총이 주어진다는 섭리론이고, B는 은총의 내적 성화적 본성(외형적 호의가 아님)을 다룬다. 주제가 다르다.",NO,"A는 비신자에게도 구원 은총이 주어진다는 섭리론이고, B는 은총의 내적 성화적 본성(외형적 호의가 아님)을 다룬다. 주제가 다르다."
0.65,1,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",타 종교의 계율과 가르침은 종종 모든 인간을 비추는 진리의 한 광선을 반영한다,"(반대 극단) 완전한 애덕이나 초자연적 신앙 없이 ""교회에 들어가고 싶다""는 막연한 마음만으로 구원이 보장된다는 명제 — 이 문서는 이 방향도 명시적으로 차단한다",NO,"A는 타 종교 안의 진리의 광선을 인정하는 것이고, B는 막연한 소망만으로 구원이 보장된다는 반대 극단을 단죄한다. 서로 다른 주장이며 오히려 A는 이 극단을 주장하지 않는다.",NO,"A는 타 종교 안의 진리의 광선을 인정하는 것이고, B는 막연한 소망만으로 구원이 보장된다는 반대 극단을 단죄한다. 서로 다른 주장이며 오히려 A는 이 극단을 주장하지 않는다."
0.649,,CANON-GEN,"교회법 일반 (적용 대상, 이단, 배교)",CCC-880_896,교황 수위권 (Primacy),교회법의 법적 구속력은 가톨릭 교회에서 세례를 받았거나 교회로 회심한 이들에게만 적용된다(이성 사용 능력이 있는 자).,"교황은 단지 주교들 중 '동등한 자들 가운데 첫째(Primus inter pares)'일 뿐, 전체 교회에 대한 최고 재치권을 갖지 않는다.",NO,"A는 교회법의 적용 대상을, B는 교황의 권한의 성격을 다루므로 다른 주제",NO,"A는 교회법의 적용 대상을, B는 교황의 권한의 성격을 다루므로 다른 주제"
0.649,,CANON-SACR,성사 일반과 성체 영성체의 제한,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"죽을 위험 등 극히 예외적인 상황에서는, 일정한 조건을 갖춘 비가톨릭 기독교인에게도 성사(고해, 성체, 병자)를 합법적으로 수여할 수 있다(Canon 844).",교황의 수위권이 영적 영역에만 제한된다는 명제,NO,"A는 성사 수여의 예외 상황을, B는 교황 수위권의 영역을 다루므로 다른 주제",NO,"A는 성사 수여의 예외 상황을, B는 교황 수위권의 영역을 다루므로 다른 주제"
0.649,,CCC-1257_1261,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,세례를 향한 명시적/묵시적 열망과 순교(혈세)는 물의 세례 없이도 세례의 은총(구원)을 부여한다.,오직 믿음만으로(sola fide) 의화된다는 명제,NO,"A가 주장하는 '세례의 열망/순교로 구원 가능'과 B가 단죄하는 'sola fide'는 반대 방향으로, 둘 다 믿음만으로는 부족함을 인정",NO,"A가 주장하는 '세례의 열망/순교로 구원 가능'과 B가 단죄하는 'sola fide'는 반대 방향으로, 둘 다 믿음만으로는 부족함을 인정"
0.649,,CCC-1422_1498,고해성사와 사죄권,CDF-DOMINUS,Dominus Iesus (구원의 유일성과 가톨릭 교회),서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,가톨릭 교회가 아닌 다른 종교들도 그 자체로 신성하고 동등한 구원의 길이 될 수 있다(다원주의).,NO,"A는 사제의 사죄 권한에 관한 교리를 주장하고, B가 단죌하는 것은 타종교의 동등한 구원 가능성(다원주의)입니다. 서로 다른 주제이므로 정면 충돌이 아닙니다.",NO,"A는 사제의 사죄 권한에 관한 교리를 주장하고, B가 단죌하는 것은 타종교의 동등한 구원 가능성(다원주의)입니다. 서로 다른 주제이므로 정면 충돌이 아닙니다."
0.649,,CCC-487_511,"마리아: 무염시태와 평생동정, 몽소승천",CCC-0491,마리아 무염시태,마리아는 지상 생애가 끝난 후 영혼과 육신이 함께 하늘로 올림을 받았다.,마리아의 구원은 다른 인간과 동일한 방식으로 이루어졌다,YES,A가 주장하는 마리아의 특별한 방식(영혼과 육신의 승천)은 B가 단죌하는 '마리아의 구원은 다른 인간과 동일'이라는 명제와 정확히 정면 충돌합니다.,YES,A가 주장하는 마리아의 특별한 방식(영혼과 육신의 승천)은 B가 단죌하는 '마리아의 구원은 다른 인간과 동일'이라는 명제와 정확히 정면 충돌합니다.
0.649,,CCC-0402,원죄의 보편적 전달,CCC-1257,세례의 필수성,원죄의 전달은 모방이 아닌 전파(propagatio)에 의한다,성사는 구원에 불필요한 외적 의식일 뿐이다,NO,"A는 원죄의 전파 메커니즘을, B는 성사의 필요성을 다룹니다. 서로 다른 주제입니다.",NO,"A는 원죄의 전파 메커니즘을, B는 성사의 필요성을 다룹니다. 서로 다른 주제입니다."
0.649,,CCC-0847,교회 밖 구원 가능성,AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제,NO,"A는 교회 밖에서의 구원 가능성을, B는 비정규적 상황의 신자에 대한 식별 과정을 다룹니다. 서로 다른 주제입니다.",NO,"A는 교회 밖에서의 구원 가능성을, B는 비정규적 상황의 신자에 대한 식별 과정을 다룹니다. 서로 다른 주제입니다."
0.649,,CCC-1257,세례의 필수성,TRENT-S06-CH04,세례의 열망(Votum Baptismi),교회는 세례 외에 구원의 다른 수단을 알지 못한다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,YES,"A는 세례가 알려진 구원의 유일한 수단이라고 주장하고, B가 단죌하는 '세례 없이도 의화 가능'이라는 명제와 정확히 정면 충돌합니다.",YES,"A는 세례가 알려진 구원의 유일한 수단이라고 주장하고, B가 단죌하는 '세례 없이도 의화 가능'이라는 명제와 정확히 정면 충돌합니다."
0.649,,CCC-1498,면죄부의 죽은 자 적용,CCC-161_165,믿음과 구원,산 이는 연옥에 있는 죽은 이를 위해 면죄부를 적용할 수 있다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,NO,"A는 면죄부의 적용에 관한 것이고, B는 그리스도에 대한 믿음의 필요성을 다룹니다. 서로 다른 주제입니다.",NO,"A는 면죄부의 적용에 관한 것이고, B는 그리스도에 대한 믿음의 필요성을 다룹니다. 서로 다른 주제입니다."
0.649,,CCC-2010,공로 (Meritum),CCC-161_165,믿음과 구원,모든 공로의 근원은 성령의 자극과 하느님의 은총이다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,NO,"A는 공로의 근원(성령과 은총)에 관한 것이고, B는 그리스도 없이 구원 가능성을 다룹니다. 서로 다른 주제입니다.",NO,"A는 공로의 근원(성령과 은총)에 관한 것이고, B는 그리스도 없이 구원 가능성을 다룹니다. 서로 다른 주제입니다."
0.649,,CCC-2357,동성애 (Homosexualitas),NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,동성애 행위는 어떤 상황에서도 승인될 수 없다,종교를 이유로 한 차별이나 박해가 정당화될 수 있다는 명제,NO,"A는 동성애 행위의 도덕성을, B는 종교적 차별의 정당성을 다룹니다. 서로 다른 주제입니다.",NO,"A는 동성애 행위의 도덕성을, B는 종교적 차별의 정당성을 다룹니다. 서로 다른 주제입니다."
0.649,,TRENT-S06,칭의(의화) 교령,CCC-161_165,믿음과 구원,의롭게 된 자는 계명을 지키고 선행을 실천함으로써 진정한 영적 공로를 쌓고 영생을 얻을 권리를 얻는다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,NO,"A는 의화된 자(그리스도를 통한)의 공로에 관한 것이고, B는 그리스도 없이 구원 가능성을 단죌합니다. A와 B는 그리스도의 필수성에서 같은 입장이므로 정면 충돌이 아닙니다.",NO,"A는 의화된 자(그리스도를 통한)의 공로에 관한 것이고, B는 그리스도 없이 구원 가능성을 단죌합니다. A와 B는 그리스도의 필수성에서 같은 입장이므로 정면 충돌이 아닙니다."
0.649,,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,교황이 교리 확정에서 오류를 범할 수 있다는 명제,NO,"A는 선한 행위와 영생에 관한 것이고, B는 교황의 무오성을 다룹니다. 서로 다른 주제입니다.",NO,"A는 선한 행위와 영생에 관한 것이고, B는 교황의 무오성을 다룹니다. 서로 다른 주제입니다."
0.649,,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).,NO,"A는 양심에 반한 종교 행위 강요 금지를 주장하고, B가 단죄하는 것은 세례를 암묘적 열망으로 대체할 수 있다는 주장입니다. 종교 자유(A)와 세례 필수성(B)은 다른 차원의 명제입니다.",NO,"A는 양심에 반한 종교 행위 강요 금지를 주장하고, B가 단죄하는 것은 세례를 암묘적 열망으로 대체할 수 있다는 주장입니다. 종교 자유(A)와 세례 필수성(B)은 다른 차원의 명제입니다."
0.649,,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,"참된 종교는 가톨릭 교회 안에 존재하지만, 타인에게 강요할 수 없다",오직 믿음만으로(sola fide) 의화된다는 명제,NO,"A는 신앙 강요의 불가성을 주장하고, B가 단죄하는 것은 종교개혁의 sola fide 원리입니다. 강요 금지와 신학적 원리는 동일하지 않은 주제입니다.",NO,"A는 신앙 강요의 불가성을 주장하고, B가 단죄하는 것은 종교개혁의 sola fide 원리입니다. 강요 금지와 신학적 원리는 동일하지 않은 주제입니다."
0.649,,CCC-0491,마리아 무염시태,CCC-1250,유아 세례의 필요성 (원죄로부터의 해방),마리아는 원죄 없이 잉태된 유일한 인간이다,세례받지 않은 유아도 이미 하느님 자녀의 자유 안에 있다는 명제,NO,"A는 마리아의 원죄 없는 잉태에 대해, B는 세례받지 않은 유아의 상태에 대해 다룬다. 완전히 다른 주제.",NO,"A는 마리아의 원죄 없는 잉태에 대해, B는 세례받지 않은 유아의 상태에 대해 다룬다. 완전히 다른 주제."
0.649,,CCC-1261,세례 없이 죽은 유아의 구원 희망,CCC-2357,동성애 (Homosexualitas),교회는 세례 없이 죽은 아이들을 하느님의 자비에 맡긴다,성경은 동성애에 대해 침묵한다,NO,"A는 유아의 구원에 대해, B는 동성애에 대한 성경의 입장에 대해 다룬다. 완전히 무관한 주제.",NO,"A는 유아의 구원에 대해, B는 동성애에 대한 성경의 입장에 대해 다룬다. 완전히 무관한 주제."
0.649,,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,이 희망의 근거는 하느님의 자비와 어린이에 대한 예수의 애정이다,"선한 행위가 오직 하느님의 선물일 뿐, 인간의 공로는 아니라는 명제",NO,"A는 유아 구원 희망의 신학적 근거에 대해, B는 선한 행위와 인간의 공로에 대해 다룬다. 다른 주제.",NO,"A는 유아 구원 희망의 신학적 근거에 대해, B는 선한 행위와 인간의 공로에 대해 다룬다. 다른 주제."
0.649,3,CCC-1452,완전한 통회 (Contritio Perfecta),CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),완전한 통회는 하느님에 대한 사랑에서 비롯된다,모든 종교가 동등한 구원의 길이라는 종교 다원주의·상대주의 명제,NO,"A는 완전한 통회의 근원(하느님 사랑)을 말하고, B는 종교 다원주의(모든 종교 동등 구원의 길)를 단죄한다. 명제가 겹치지 않는다.",NO,"A는 완전한 통회의 근원(하느님 사랑)을 말하고, B는 종교 다원주의(모든 종교 동등 구원의 길)를 단죄한다. 명제가 겹치지 않는다."
