Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text
0.645,5,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,"하나이고 거룩한 가톨릭 사도 교회 밖에는 구원도, 죄의 사함도 없다 (Extra Ecclesiam nulla salus)",성사도 성사에 대한 열망도 없이 오직 믿음만으로 의화 은총을 얻을 수 있다는 명제 (Sola Fide의 성사론적 적용)
0.645,5,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,세속 권력은 영적 권력에 종속된다,자연적 도덕 능력만으로 구원에 이를 수 있다는 명제
0.645,4,TRENT-S06,칭의(의화) 교령,CCC-1498,면죄부의 죽은 자 적용,칭의는 단지 하느님이 죄를 덮어주시는 것이 아니라 인간 본성이 내적으로 쇄신되는 것이다.,면죄부는 오직 살아 있는 자에게만 적용된다
0.645,4,TRENT-S06-C02,은총이 단지 쉽게 살도록 돕는 것뿐이라면 파문,CCC-1471,면죄부 (Indulgentia),은총 없이 자유의지만으로 (힘들게라도) 의로운 삶과 영생 획득이 가능하다는 견해는 오류다,면죄부 제도는 성경적 근거가 없는 인간의 발명이다
0.645,2,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""",의화 은총을 얻기 위한 신앙의 시작 자체가 성령의 선행 은총에 의존한다,양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제
0.645,4,TRENT-S06-C04,자유의지가 은총에 전혀 협력하지 않고 순전히 수동적이라면 파문,CCC-2010,공로 (Meritum),하느님이 자극하실 때 인간의 자유의지는 그 은총에 협력(co-operate)한다,인간의 행위는 하느님 앞에서 어떤 가치도 갖지 않는다
0.645,5,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,TRENT-S06-C04,자유의지가 은총에 전혀 협력하지 않고 순전히 수동적이라면 파문,"원죄의 결과는 자유의지의 ""약화""(attenuation)이지 ""절멸""이 아니다",인간이 은총의 부름에 동의를 거부할 자유조차 없다는 명제
0.645,4,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),CCC-1257,세례의 필수성,죄의 사면만으로는 의화 전체를 설명할 수 없다 — 내적 성화가 함께 요구된다,성사는 구원에 불필요한 외적 의식일 뿐이다
0.645,5,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,자신이 하느님의 은총을 얻었다는 것을 오류 불가능한 신앙적 확실성으로 아는 사람은 없다,교회에 대사를 수여할 권한이 없다는 명제 (루터의 95개조 논제의 핵심 주장 중 하나)
0.645,4,TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,CCC-2068,계명 준수로 구원,오직 이 믿음만으로 사죄와 의화가 이루어진다는 명제는 오류다,믿음만으로 구원되며 행위는 무관하다 (Sola Fide의 절대적 해석)
0.645,5,TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),오직 이 믿음만으로 사죄와 의화가 이루어진다는 명제는 오류다,그리스도의 속죄가 죄책과 형벌 모두를 남김없이 완전히 제거하므로 별도의 잠벌 청산이 불필요하다는 명제
0.645,4,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",CCC-1376,화체설 (Transsubstantiatio),"단, 하느님으로부터 특별한 특전을 받은 경우는 예외이며, 교회는 복되신 동정 마리아에 대해 그러한 특전을 인정한다고 캐논 본문이 명시한다",그리스도의 현존은 영적/비유적 의미일 뿐이다
0.645,5,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,고해성사는 세례 후 재의화(회복)의 신법적 통상 수단이다,성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관)
0.645,4,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),의화된 자의 선한 행위는 하느님 앞에서 참된 공로(meritum)가 된다,모든 종교가 동등한 구원의 길이라는 종교 다원주의·상대주의 명제
0.645,5,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,포도주의 실체 전체가 그리스도 피의 실체로 변화한다,하느님이 일부 인간을 적극적으로 악과 저주로 예정하셨다는 명제 (이중예정론의 한 형태)
0.645,4,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",포도주의 실체 전체가 그리스도 피의 실체로 변화한다,교회가 구원과 무관하다는 명제
0.645,5,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,대죄 상태에 있는 자는 (고해 신부를 구할 수 있는 한) 반드시 사전에 고해성사를 받아야 성체를 합당하게 영할 수 있다,인간이 은총 없이 자신의 선행만으로 하느님 앞에 의롭게 될 수 있다는 명제 (펠라기우스주의)
0.645,4,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,CCC-2357,동성애 (Homosexualitas),완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,성경은 동성애에 대해 침묵한다
0.645,2,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제
0.645,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C04,자유의지가 은총에 전혀 협력하지 않고 순전히 수동적이라면 파문,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),자유의지가 은총에 대해 아무 협력도 하지 않고 순전히 수동적(무생물처럼)이라는 명제 (은총 단독설의 극단적 해석)
0.645,5,TRENT-S24,혼인성사,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,그리스도교 신자 사이의 혼인은 은총을 수여하는 참된 성사이다.,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)"
0.645,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,신품을 받은 성직자와 정결을 엄숙히 서원한 수도자는 유효하게 혼인을 계약할 수 없다,성사 중 일부가 교회의 인간적 제도일 뿐 그리스도의 제정이 아니라는 명제 (개신교 2성사설 등)
0.645,5,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,대사의 사용은 그리스도인들에게 유익하며 교회 안에서 유지되어야 한다,구원의 확신이 신앙의 필수 요소라는 명제
0.645,1,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),CCC-2267,"사형제도 (2018년 개정판: ""용납 불가"")",이 권리의 근거는 신념의 참·거짓 여부가 아니라 **인간 위격 자체의 존엄성**이다,국가가 극단적 범죄에 대해 사형을 부과할 고유한 권리를 지닌다는 전통적 명제
0.645,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),TRENT-S06-CH04,세례의 열망(Votum Baptismi),어떤 인간 권력도 내적 종교 행위를 명령하거나 금지할 수 없다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제
0.645,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,어떤 인간 권력도 내적 종교 행위를 명령하거나 금지할 수 없다,성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관)
0.645,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,생명 전달을 조절하는 행위의 도덕성은 주관적 의도가 아니라 객관적 기준(objective standards)에 의해 판단되어야 한다,자연적 도덕 능력만으로 구원에 이를 수 있다는 명제
0.645,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),"혼인은 출산만을 위한 것이 아니며, 자녀가 없더라도 그 가치와 불가해소성을 유지한다(50항)",의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제
0.645,3,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,모든 종교에서 동등하게 구원받을 수 있다는 명제 (문서가 비오 9세의 단죄를 재인용하며 이를 부정)
0.645,1,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",CANON-C0868,유아 세례의 조건: 가톨릭 양육 희망,"가톨릭 교회는 이런 종교들 안에 있는 ""참되고 거룩한 것""을 아무것도 배척하지 않는다",가톨릭 양육 전망이 없어도 유아세례의 적법성에는 영향이 없다.
0.645,1,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",COUNCIL-LATERAN_IV-C3,Canon 3: 이단자에 대한 세속 권력의 강제 진압,"가톨릭 교회는 이런 종교들 안에 있는 ""참되고 거룩한 것""을 아무것도 배척하지 않는다","중세 교회는 이단 문제를 순전히 영적·설득적 방법으로만 다루었고, 세속 권력의 물리적 강제나 영토 몰수를 요청한 적이 없다."
0.645,2,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,CCC-0847,교회 밖 구원 가능성,교회는 다른 종교들 안에서 발견되는 참되고 거룩한 것을 거부하지 않는다,구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다
0.644,2,CANON-C0749,무류성의 성립 조건,CANON-C0750,진리 등급별 동의 의무 체계,"교황 무류성은 ""직권으로"", ""최고 목자로서"", ""결정적 행위로"" 선언할 때만 발동하는 조건부 자격이다.",신자는 결정적이지만 무류 선언이 아닌 교리(750§2 부류)에 대해서는 자유로이 반대 의견을 가질 수 있다.
0.644,2,CANON-C0750,진리 등급별 동의 의무 체계,CANON-C1055,혼인의 자동적 성사성과 불가해소성,"교회법은 동의(assent) 의무를 최소 3단계로 구분한다: ①신적·가톨릭 신앙(무류 계시 진리, 750§1) ②확고한 견지(무류는 아니지만 결정적 교리, 750§2) ③지성·의지의 종교적 복종(비결정적 통상 교도권, 752).","배우자의 중대한 사유(간음, 학대 등)가 있으면 완결된 성사혼도 교회 권위로 해소될 수 있다."
0.644,3,CANON-C0868,유아 세례의 조건: 가톨릭 양육 희망,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문","그 희망이 ""전혀 없으면(prorsus deficiat)"" 세례는 지연되어야 한다 — 세례 성사 자체가 아니라 그 시행의 적법성이 조건부다.",의화된 자는 (본성적으로) 죄를 지을 수 없다는 명제 (완전주의)
0.644,4,CCC-0491,마리아 무염시태,TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,부르심을 받고 은총을 받지 못하는 것이 하느님의 적극적 저주 예정 때문이라는 명제
0.644,3,CCC-1213_1284,세례 성사의 은총,CCC-161_165,믿음과 구원,세례는 영혼에 지울 수 없는 영적 인호(표지)를 새기며 교회 공동체의 지체가 되게 한다.,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).
0.644,1,CCC-1261,세례 없이 죽은 유아의 구원 희망,AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제
0.644,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,미사가 단지 찬미와 감사의 제사일 뿐 속죄 제사가 아니라는 명제 (개신교적 성찬관)
0.644,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,교회는 세례 없이 죽은 아이들을 하느님의 자비에 맡긴다,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)"
0.644,3,CCC-1422_1498,고해성사와 사죄권,CCC-1213_1284,세례 성사의 은총,서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.644,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-161_165,믿음과 구원,완전한 통회는 하느님에 대한 사랑에서 비롯된다,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).
0.644,3,CCC-1471,면죄부 (Indulgentia),CCC-1376,화체설 (Transsubstantiatio),면죄부는 합당한 조건을 갖춘 신자에게 적용된다,그리스도의 현존은 영적/비유적 의미일 뿐이다
0.644,4,CCC-2068,계명 준수로 구원,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,하느님의 약속에 대한 믿음만 있으면 성사 없이도 은총을 얻는다는 명제
0.644,4,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),동성애 행위는 자연법에 어긋난다,의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제
0.644,2,CCC-2357,동성애 (Homosexualitas),FIDUCIA-SUPPLICANS,동성 커플 축복 허용,동성애 행위는 어떤 상황에서도 승인될 수 없다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제
0.644,4,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.644,2,CCC-2357,동성애 (Homosexualitas),GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""",성경은 동성애 행위를 중대한 타락으로 제시한다,양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제
0.644,4,CCC-487_511,"마리아: 무염시태와 평생동정, 몽소승천",CCC-1030,연옥,마리아는 지상 생애가 끝난 후 영혼과 육신이 함께 하늘로 올림을 받았다.,구원받은 영혼은 죽은 직후 즉시 천국에 간다 (모든 경우)
0.644,4,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,교황의 수위권이 영적 영역에만 제한된다는 명제
0.644,3,CDF-DOMINUS,Dominus Iesus (구원의 유일성과 가톨릭 교회),CANON-C0751,이단·배교·열교의 법적 정의,"가톨릭 교회만이 구원의 보편적 성사이며, 오직 가톨릭 교회 안에만 그리스도의 교회가 온전히 존재한다(subsistit in).",교리적 차이 없이 단지 교황 불복종만으로는 열교가 성립하지 않는다.
0.644,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),CCC-1257,세례의 필수성,그리스도 안에서 모든 인류에게 열려 있는 구원의 실제적 가능성과 교회의 필요성이라는 두 진리는 함께 견지되어야 한다,성사는 구원에 불필요한 외적 의식일 뿐이다
0.644,1,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,세례 없이 죽은 유아의 구원을 희망할 신학적·전례적 근거가 있다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제
0.644,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CCC-1498,면죄부의 죽은 자 적용,계시 안에 이 문제에 관한 명시적 가르침은 없다,죽은 자의 상태는 산 이의 행위로 변경될 수 없다
0.644,3,COUNCIL-LATERAN_IV-C21,Canon 21: 연례 고백·영성체 의무와 고해 인장,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""","위반의 제재는 파문이 아니라 ""생전 성당 출입 금지 + 사후 그리스도교 장례 거부""라는 사회적·사목적 배제이다.",가시적 교회 소속만으로 자동 구원이 보장된다는 명제 (2단락이 명시적으로 부정)
0.644,2,COUNCIL-LATERAN_IV-C68,Canon 68: 유대인·사라센인 식별 의복 강제,CCC-1213_1284,세례 성사의 은총,"이 규정의 근거로 ""모세 자신이 명했다""는 성서적 정당화가 제시된다.",세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.644,4,COUNCIL-NICAEA_CHALCEDON,초기 공의회 (삼위일체와 기독론),CCC-0491,마리아 무염시태,"마리아는 단지 인간 예수의 어머니가 아니라, 하느님(성자)을 낳으신 하느님의 어머니(Theotokos)이시다.",마리아도 다른 모든 인간처럼 원죄를 가지고 잉태되었다
0.644,3,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"가시적인 물의 세례를 받지 않고 가톨릭 교회에 외적으로 등록되지 않은 사람도, 하느님을 향한 선한 양심과 암묵적 열망이 있다면 구원받을 수 있다.",교황의 수위권이 영적 영역에만 제한된다는 명제
0.644,2,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CANON-C0748,양심에 반한 신앙 강요 절대 금지,"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",국가 권력이나 교회 권위가 강제로 신앙을 주입할 수 있다.
0.644,2,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',구원에 필요한 도움의 효과는 실제 수령이 아니라 열망과 갈망만으로도 얻어질 수 있다 (트리엔트의 세례·고해 열망 논리를 교회 자체에 확장),암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).
0.644,3,DENZINGER-SYLLABUS,Syllabus Errorum (오류표)와 종교 자유 부정,CANON-C0751,이단·배교·열교의 법적 정의,가톨릭 국가에서 가톨릭 종교만이 유일한 국가 종교로서 배타적인 지위를 누려야 한다.,교리적 차이 없이 단지 교황 불복종만으로는 열교가 성립하지 않는다.
0.644,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용)
0.644,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",미사가 죽은 이(연옥 영혼)를 위해 유익하게 봉헌될 수 없다는 명제
0.644,4,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),이 정의에 반대하거나 변경을 시도하는 자는 하느님과 사도들의 진노를 초래한다,"""중개자""라는 칭호가 그리스도의 유일하고 충족한 중개직을 손상시킨다는 명제 (공의회는 이를 명시적으로 부정하며 ""종속적 역할""임을 강조)"
0.644,4,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,CCC-2357,동성애 (Homosexualitas),인간 본성(자연법)의 가르침을 따른 행위만으로는 의화에 이를 수 없다,자연법은 동성애 행위에 대해 아무런 판단도 내리지 않는다
0.644,5,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),모세 율법의 문자를 따른 행위만으로도 의화에 이를 수 없다,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제
0.644,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.644,3,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CANON-C0749,무류성의 성립 조건,이 교리를 부정하는 자는 파문(anathema)된다,무류 여부가 불분명한 교리도 별도 증명 없이 무류로 취급될 수 있다.
0.644,5,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,자신이 하느님의 은총을 얻었다는 것을 오류 불가능한 신앙적 확실성으로 아는 사람은 없다,자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.644,4,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",CCC-1213_1284,세례 성사의 은총,"단, 하느님으로부터 특별한 특전을 받은 경우는 예외이며, 교회는 복되신 동정 마리아에 대해 그러한 특전을 인정한다고 캐논 본문이 명시한다",세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.644,2,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,고해성사는 세례 후 재의화(회복)의 신법적 통상 수단이다,이단자들에게는 종교 자유의 권리가 없다는 명제
0.644,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,교황이 교리 확정에서 오류를 범할 수 있다는 명제
0.644,3,TRENT-S06-CH04,세례의 열망(Votum Baptismi),DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",의화(칭의)로의 전이는 세례 또는 세례에 대한 열망(votum baptismi) 없이는 불가능하다,가시적으로 교적에 등록되고 물로 세례받지 않으면 어떤 경우에도 구원받을 수 없다는 극단적 엄격주의(페니 신부의 주장)
0.644,4,TRENT-S07,성사 일반과 세례,CCC-0847,교회 밖 구원 가능성,가톨릭 교회의 7성사는 모두 예수 그리스도께서 직접 제정하셨다.,구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다
0.644,4,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,CCC-1452,완전한 통회 (Contritio Perfecta),성사는 구원에 필수적이며 불필요한 부속물이 아니다,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이)
0.644,5,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",성사는 구원에 필수적이며 불필요한 부속물이 아니다,의화된 자는 (본성적으로) 죄를 지을 수 없다는 명제 (완전주의)
0.644,5,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,TRENT-S25,"연옥, 성인 공경, 대사",성사 없이(혹은 성사에 대한 열망 없이) 오직 믿음만으로 의화 은총을 얻는다는 주장은 오류다,교회가 대사(면죄부)를 발급하는 것은 속임수이며 아무런 영적 효과가 없다.
0.644,3,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CANON-C0749,무류성의 성립 조건,이 교리를 부정하는 자는 파문(anathema)된다,무류 여부가 불분명한 교리도 별도 증명 없이 무류로 취급될 수 있다.
0.644,4,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),성체를 경배하는 것은 우상숭배가 아니다,모든 종교가 동등한 구원의 길이라는 종교 다원주의·상대주의 명제
0.644,4,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),CCC-954_962,성인들의 전구 (Intercession),하느님은 죄책을 사하실 때 형벌(잠벌) 전체를 항상 함께 사하시는 것은 아니다,하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.
0.644,2,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,이단자들에게는 종교 자유의 권리가 없다는 명제
0.644,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S05,원죄 교령,"통회(contritio)만으로는 죄 사함에 충분하지 않으며, 사제의 사죄가 필요하다",영아 세례는 무효하며 불필요하다(재세례파 단죄).
0.644,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),"통회(contritio)만으로는 죄 사함에 충분하지 않으며, 사제의 사죄가 필요하다",그리스도의 속죄가 죄책과 형벌 모두를 남김없이 완전히 제거하므로 별도의 잠벌 청산이 불필요하다는 명제
0.644,5,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,TRENT-S05,원죄 교령,미사는 단순한 찬미·감사의 제사를 넘어 참으로 속죄적(propitiatory)인 제사이다,영아 세례는 무효하며 불필요하다(재세례파 단죄).
