Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Hit_Filters,Combo_Name
0.673,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.672,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,CCC-0491,마리아 무염시태,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F4_ACTION_DOC | F8_SILENCE,COMBO-01_MARIOLOGY
0.671,CCC-0491,마리아 무염시태,CCC-1498,면죄부의 죽은 자 적용,마리아는 원죄 없이 잉태된 유일한 인간이다,면죄부는 오직 살아 있는 자에게만 적용된다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.671,CCC-2010,공로 (Meritum),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,공로를 통해 영원한 생명을 획득할 수 있다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.671,CDF-ORDINATIO,Ordinatio Sacerdotalis (여성 서품 금지),CCC-888_892,교도권과 교황 무류성 (Infallibility),"사제 서품은 오직 남성에게만 유효하게 수여될 수 있으며, 교회는 이를 변경할 어떠한 권한도 없다.",교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F3_TOLLENS | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.671,PAPAL-MUNIF,Munificentissimus Deus (성모 몽소승천),CCC-1030,연옥,성모 마리아는 지상 생애를 마친 뒤 영혼과 함께 육신이 부패하지 않고 천국으로 승천(몽소승천)하였다.,구원받은 영혼은 죽은 직후 즉시 천국에 간다 (모든 경우),F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.671,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.67,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),VATICAN2-GS,Gaudium et Spes (사목 헌장),가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,"교회는 세속 정치, 사회, 인권 문제에 개입하지 말고 오직 영적인 사후 세계의 구원에만 집중해야 한다.",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.67,CCC-888_892,교도권과 교황 무류성 (Infallibility),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,교황의 수위권이 영적 영역에만 제한된다는 명제,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.67,CCC-0402,원죄의 보편적 전달,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,원죄의 전달은 모방이 아닌 전파(propagatio)에 의한다,세례가 구원에 필수가 아니라는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.67,CCC-0402,원죄의 보편적 전달,CCC-2010,공로 (Meritum),원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,인간의 행위는 하느님 앞에서 어떤 가치도 갖지 않는다,F1_REDUCTIO | F4_ACTION_DOC,COMBO-04_PURGATORY
0.67,TRENT-S14,고해성사와 병자성사,CCC-1213_1284,세례 성사의 은총,구원을 위해서는 세례 후 지은 모든 대죄를 사제에게 구두로 은밀하게 고백하는 것이 신법으로 필수적이다.,세례는 죄 사함의 실제 능력이 없는 단순한 신앙 고백의 상징이다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.669,CCC-1030,연옥,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,연옥에 있는 영혼들의 영원한 구원은 보장되어 있다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.669,CCC-1257,세례의 필수성,TRENT-S14,고해성사와 병자성사,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.668,CCC-1030,연옥,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,연옥은 하느님의 은총 안에서 죽었으나 완전히 정화되지 못한 자들을 위한 것이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.668,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1213_1284,세례 성사의 은총,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,세례는 죄 사함의 실제 능력이 없는 단순한 신앙 고백의 상징이다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.668,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.668,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257_1261,세례의 필수성,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.667,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),TRENT-S25,"연옥, 성인 공경, 대사",가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,교회가 대사(면죄부)를 발급하는 것은 속임수이며 아무런 영적 효과가 없다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.667,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1452,완전한 통회 (Contritio Perfecta),하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),F3_TOLLENS | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.667,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,유대인은 하느님께 버림받았거나 저주받은 것으로 표현되어서는 안 된다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.666,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.666,PAPAL-INEFF,Ineffabilis Deus (원죄 없이 잉태되신 동정 마리아),CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",이 교리는 하느님에 의해 계시된 진리이므로 모든 신자가 확고하게 믿어야 한다.,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.665,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,완전한 통회는 소죄의 용서를 가져온다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.665,CCC-2068,계명 준수로 구원,TRENT-S05,원죄 교령,계명 준수는 구원을 위해 필수적이다,영아 세례는 무효하며 불필요하다(재세례파 단죄).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.665,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S22-C01,미사는 참된 속죄 제사,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),미사에서 참된 희생 제사가 봉헌되지 않는다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.664,CCC-0491,마리아 무염시태,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,마리아는 원죄 없이 잉태된 유일한 인간이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F8_SILENCE,COMBO-01_MARIOLOGY
0.664,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14,고해성사와 병자성사,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.664,CCC-2068,계명 준수로 구원,TRENT-S14,고해성사와 병자성사,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.664,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.664,TRENT-S05,원죄 교령,CCC-954_962,성인들의 전구 (Intercession),아담의 원죄는 혈통(번식)을 통해 모든 인류에게 예외 없이 전수된다(마리아 제외).,하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.664,TRENT-S06,칭의(의화) 교령,CCC-1257,세례의 필수성,칭의는 단지 하느님이 죄를 덮어주시는 것이 아니라 인간 본성이 내적으로 쇄신되는 것이다.,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.664,TRENT-S14,고해성사와 병자성사,CCC-1213_1284,세례 성사의 은총,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.663,CCC-0491,마리아 무염시태,CCC-0402,원죄의 보편적 전달,마리아는 원죄 없이 잉태된 유일한 인간이다,원죄는 아담 개인에게만 한정된다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.662,CCC-0491,마리아 무염시태,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,마리아는 원죄 없이 잉태된 유일한 인간이다,복음을 모르는 이들에게 하느님이 구원의 기회를 주지 않는다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.662,CCC-1257,세례의 필수성,TRENT-S14,고해성사와 병자성사,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.662,CCC-2357,동성애 (Homosexualitas),CCC-0491,마리아 무염시태,성경은 동성애 행위를 중대한 타락으로 제시한다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F4_ACTION_DOC | F8_SILENCE,COMBO-01_MARIOLOGY
0.662,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.662,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-0402,원죄의 보편적 전달,사제의 사죄(absolutio)는 단순한 선언이 아니라 사법적 행위(actus iudicialis)이다,원죄는 단순한 모방(imitatio)에 의해 전해진다,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.661,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1213_1284,세례 성사의 은총,고해성사는 그리스도에 의해 제정되었다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.661,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,COUNCIL-CONST_III,호노리우스 1세 교황 정죄,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),예수 그리스도 안에는 오직 한 가지 의지(단의론)만이 존재한다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.661,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.66,CCC-888_892,교도권과 교황 무류성 (Infallibility),DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).,F2_RUPTURE | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.66,CCC-0491,마리아 무염시태,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,마리아는 원죄 없이 잉태된 유일한 인간이다,인간의 행위로 은총이나 영원한 생명이 증가될 수 없다는 명제,F1_REDUCTIO | F2_RUPTURE | F4_ACTION_DOC | F8_SILENCE,COMBO-01_MARIOLOGY
0.66,CCC-0491,마리아 무염시태,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,마리아는 원죄 없이 잉태된 유일한 인간이다,유대인이 하느님께 버림받았거나 저주받았다는 명제,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.66,CCC-0491,마리아 무염시태,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,마리아는 원죄 없이 잉태된 유일한 인간이다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.66,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-161_165,믿음과 구원,고해성사는 그리스도에 의해 제정되었다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.66,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-161_165,믿음과 구원,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.659,CANON-GEN,"교회법 일반 (적용 대상, 이단, 배교)",TRENT-S14,고해성사와 병자성사,교회법의 법적 구속력은 가톨릭 교회에서 세례를 받았거나 교회로 회심한 이들에게만 적용된다(이성 사용 능력이 있는 자).,고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.659,CCC-0491,마리아 무염시태,CCC-1257,세례의 필수성,마리아는 원죄 없이 잉태된 유일한 인간이다,성사는 구원에 불필요한 외적 의식일 뿐이다,F1_REDUCTIO | F3_TOLLENS | F8_SILENCE,COMBO-01_MARIOLOGY
0.659,CCC-0847,교회 밖 구원 가능성,CCC-1257_1261,세례의 필수성,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.658,CCC-0491,마리아 무염시태,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,마리아는 원죄 없이 잉태된 유일한 인간이다,세례가 구원에 필수가 아니라는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F8_SILENCE,COMBO-01_MARIOLOGY
0.658,CCC-0847,교회 밖 구원 가능성,CCC-2357,동성애 (Homosexualitas),교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,성경은 동성애에 대해 침묵한다,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.658,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사 이전에도 대죄의 용서가 가능하다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.658,TRENT-S07,성사 일반과 세례,TRENT-S14,고해성사와 병자성사,"성사는 수령자의 믿음에만 의존하지 않고, 합당한 절차를 거치면 성사 자체의 행위로 은총을 부여한다(사효론).",죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.657,CCC-880_896,교황 수위권 (Primacy),CCC-888_892,교도권과 교황 무류성 (Infallibility),"주교들은 교황과의 일치 속에서만 권위를 가지며, 교황 없이 주교단 단독으로 최고 권력을 행사할 수 없다.",교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.657,CCC-888_892,교도권과 교황 무류성 (Infallibility),CCC-1213_1284,세례 성사의 은총,교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.657,CCC-0491,마리아 무염시태,CCC-161_165,믿음과 구원,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.657,CCC-0491,마리아 무염시태,CCC-487_511,"마리아: 무염시태와 평생동정, 몽소승천",마리아는 원죄 없이 잉태된 유일한 인간이다,마리아도 다른 인간들과 마찬가지로 원죄를 지니고 태어났다.,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.657,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-954_962,성인들의 전구 (Intercession),하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.656,CCC-1030,연옥,TRENT-S14,고해성사와 병자성사,연옥은 하느님의 은총 안에서 죽었으나 완전히 정화되지 못한 자들을 위한 것이다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.656,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.655,CCC-0491,마리아 무염시태,CCC-1861,대죄와 은총 상실,마리아는 원죄 없이 잉태된 유일한 인간이다,죄로 인해 하느님과의 관계가 단절되지 않는다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.655,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-CH04,세례의 열망(Votum Baptismi),하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,"세례만이 유일한 의화의 수단이며, 열망은 대체될 수 없다는 명제 (엄격주의)",F2_RUPTURE | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.655,TRENT-S25,"연옥, 성인 공경, 대사",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,대사를 수여하는 교회의 권한은 그리스도께로부터 온 것이며 신자들에게 유익하다.,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.654,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.654,TRENT-S14,고해성사와 병자성사,CCC-1257,세례의 필수성,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.654,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S06-CH04,세례의 열망(Votum Baptismi),세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),"세례만이 유일한 의화의 수단이며, 열망은 대체될 수 없다는 명제 (엄격주의)",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.653,CCC-0491,마리아 무염시태,CCC-1322_1419,성체성사와 화체설,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,축성 후에도 빵과 포도주의 실체가 그리스도의 몸과 피와 함께 남아 있다(공재설).,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.653,CCC-0491,마리아 무염시태,TRENT-S22-C01,미사는 참된 속죄 제사,마리아는 원죄 없이 잉태된 유일한 인간이다,그리스도의 십자가 희생이 유일하며 미사에서 반복/재현될 수 없다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.653,COUNCIL-FLORENCE,Cantate Domino (가장 강력한 배타적 구원 교령),CCC-1257_1261,세례의 필수성,"가톨릭 교회와 일치하지 않은 자는 구제를 얼마나 많이 하든, 심지어 그리스도를 위해 피를 흘리며 순교하더라도 절대 구원받을 수 없다.",복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.653,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.652,CCC-0491,마리아 무염시태,CCC-2068,계명 준수로 구원,마리아는 원죄 없이 잉태된 유일한 인간이다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.652,CCC-2068,계명 준수로 구원,CCC-0491,마리아 무염시태,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.652,COUNCIL-LATERAN_IV,교회 밖 구원 없음과 화체설,CCC-888_892,교도권과 교황 무류성 (Infallibility),"로마 가톨릭 교회라는 단 하나의 보편 교회만이 존재하며, 이 가시적 교회 밖에서는 어떠한 구원도 절대 불가능하다.",교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.652,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.652,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,그리스도인의 선행은 영생을 얻기 위한 어떠한 공로도 되지 못한다.,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.652,TRENT-S22-C01,미사는 참된 속죄 제사,CCC-1257,세례의 필수성,미사는 십자가 희생의 재현(re-presentation)이자 속죄 제사이다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.652,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257,세례의 필수성,복음을 아직 받아들이지 않은 사람들도 하느님의 백성과 여러 방식으로 연결되어 있다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.651,CCC-1861,대죄와 은총 상실,TRENT-S14,고해성사와 병자성사,대죄는 하느님과의 관계를 단절시킨다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.651,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1257_1261,세례의 필수성,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
